subject_id,object_id
15888,2055880
15888,16917
16110,2824645
16110,3455524
16110,699386
16110,20719690
16110,10864048
16338,68
16346,7554316
16387,336
16398,1626612
16398,1432594
16407,11170170
16521,21871294
16533,6302990
16533,185351
16560,3947
16560,811979
16560,41176
16817,107425
16817,271669
16917,4260475
16917,4287745
16917,178706
16917,628858
16917,9386252
16953,2578402
16953,116173407
16966,16970
16970,24398318
16970,44539
16970,17350442
16976,549301
16976,178780
16980,1303814
16980,1074539
16980,241317
16980,259864
17147,23497974
17205,2031121
17205,106070281
17205,11446
17209,7047745
17210,1866980
17241,3564023
17278,211548
17278,40112
17278,22808481
17278,1192156
17278,204352
17278,5532410
17278,124255
17278,1541599
17278,815741
17278,4751134
17278,1155211
17278,2064156
17278,25967482
17278,15974976
17285,657586
17285,211548
17285,66539726
17285,1541599
17285,222032
17285,3505239
17297,131682177
17297,3139104
17297,212469
17422,8445
17422,3242821
17422,109622886
17451,118872183
17451,15621286
17514,17516
17516,15852218
17517,11035
17517,5082128
17517,115921882
17582,38035
17736,1396667
17736,536351
17736,207505
17737,131841
17888,3702971
17888,3043188
17888,130384812
17897,858517
17897,17003131
17898,130321450
17945,24902040
17946,3962655
17946,17945
17946,430880
17949,108163
17951,8380731
17951,1047050
17955,3059502
18050,40357
18109,676202
18109,312466
18109,40056
18127,32178211
18127,70382745
18127,2608849
18127,167270
18127,431289
18127,1417728
18142,11755959
18171,186361
18185,17444426
18189,17197366
18189,4120621
18204,16334295
18204,1303415
18226,10990
18226,124815693
18237,6804646
18237,9332
18281,1817291
18281,877729
18334,658544
18335,116118033
18335,179635
18359,30126005
18359,7782435
18359,9357058
18362,413
18530,1190554
18530,7632586
18530,1121708
18533,18530
18534,10690215
18534,843227
18535,843227
18535,182545
18537,1783121
18537,42501
18545,112511193
18545,11422
18545,768186
18545,8205328
18550,1788992
18554,6452087
18554,1283181
18568,2996394
18643,2571972
18643,3712488
18653,750843
18663,15788410
18733,781413
18733,282250
18742,220322
18773,1616141
18848,205464
18949,1130510
18949,732374
18957,264965
18957,1387659
18965,107401755
18965,47597
