page_id,name
32199126,1954 Adelaide earthquake
35601249,1961 New South Wales earthquake
53088840,1968 Meckering earthquake
1350528,1989 Newcastle earthquake
69134807,2004 Tasman Sea earthquake
36185509,2012 Gippsland earthquake
68785487,2021 Mansfield earthquake
